contact_id,first_name,last_name,email,city,state,zip_code,donor_status,contact_created_date,first_gift_date,last_gift_date,total_gifts,total_number_of_gifts,average_gift,giving_vehicle,subscription_type,subscription_status,subscription_start_date,email_open_rate,last_email_click_date,event_attendance_count,wealth_score,notes,p2g_score,gift_capacity_rating,estimated_annual_donations,title,deceased,biography,business_affiliations,community_affiliations,expertise_and_interests,do_not_contact,do_not_call,email_opt_out,preferred_phone,preferred_email,hedgehog_review_subscriber,institute_status,foundation_status,lead_source,largest_gift,smallest_gift,best_gift_year,last_gift_amount
003XX00000KBrhvjeU,Amara,Tanaka,amara.tanaka8298@example.com,Bronx,NY,10162,prospect,2016-08-17,,,,,,,digital,expired,2014-09-30,0.313,2024-08-16,0,2,,14,,,Retired Professor,0,,,Rotary Club of Charlottesville; UVA Alumni Association,,0,0,0,Work,,1,None,Prospect,Hedgehog Review,,,,
003XX00000JoM4X2AE,Keith,Murray,keith.murray8299@example.com,Alexandria,VA,23091,lapsed,2013-03-17,2020-07-16,2021-06-25,700,6,116.67,wire,digital,expired,2012-12-29,,,0,3,,,,,Provost,0,,,,,1,1,1,,Personal,1,Friend,Annual Donor,Hedgehog Review,175,25,2020,100
003XX00000WerVVHII,Mildred,Johnson,mildred.johnson8300@example.com,Roanoke,VA,22984,active,2012-07-24,2015-08-19,2016-06-07,75,4,18.75,check,none,never,,0.363,2024-07-15,0,4,,,,100.0,,0,,,,,0,0,0,Work,Personal,0,None,None,Email Campaign,30,20.0,2015,20.0
003XX00000WpxpJOTY,Johnny,Kim,johnny.kim8301@example.com,Asheville,NC,28298,prospect,2013-12-26,,,,,,,none,never,,,,0,,,,,,Assistant Professor,0,,,Junior League of Richmond; Arts Council of Greater Richmond,,0,0,1,Mobile,,0,None,Prospect,Hedgehog Review,,,,
003XX00000YVooF5GH,Judy,Fitzgerald,judy.fitzgerald8302@example.com,Raleigh,NC,28206,prospect,2011-02-27,,,,,,,print,active,2019-05-31,0.095,,0,1,Strong interest in cultural sociology,9,,3762.16,,0,,,,,0,0,0,Home,,1,None,Prospect,Website,,,,
003XX000001MSMML7L,Dennis,Hill,dennis.hill8303@example.com,Roanoke,VA,22051,lapsed,2010-05-07,2014-07-10,2021-11-23,35,2,17.5,wire,both,expired,2020-06-06,0.091,,0,,Subscriber since inception,,,,,0,,,,,0,0,0,,Personal,1,None,None,Email Campaign,25,20.0,2016,20.0
003XX00000WDfG4jIb,Kathleen,Perez,kathleen.perez8304@example.com,Brentwood,TN,37238,prospect,2008-12-29,,,,,,,print,expired,2020-10-26,0.191,,10,,,15,,,Partner,0,,"Board of Directors, United Way of Greater Charlottesville",,"Religious history, Southern literature",0,1,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000p4U4L9OC,Rachel,Rivera,rachel.rivera8305@example.com,Wayne,PA,19174,active,2013-10-26,2018-06-09,2024-01-22,600,3,200.0,stock,none,never,,0.188,,0,2,Former colleague of board member,,,455.05,Retired Professor,0,,,,,0,0,0,,,0,None,Annual Donor,Hedgehog Review,400,75,2022,100
003XX00000dXSZc41J,Benjamin,Rodriguez,benjamin.rodriguez8306@example.com,Houston,TX,78214,prospect,2016-05-17,,,,,,,digital,active,2019-06-20,0.273,2023-08-22,0,,,,,3726.23,,0,,,,,0,0,0,,Work,1,None,Prospect,Event,,,,
003XX00000zZcDyUor,Kathleen,Okafor,kathleen.okafor8307@example.com,San Antonio,TX,77034,lapsed,2019-09-23,2021-06-01,2025-09-03,25,1,25.0,online,none,never,,0.204,,0,,,,,205.45,Assistant Professor,0,,,,,0,0,0,,,0,None,None,Board Referral,25,25,2022,25
003XX00000xgukzk4b,Brandon,Murray,brandon.murray8308@example.com,Miami,FL,33796,lapsed,2017-12-21,2018-12-19,2019-02-20,50,2,25.0,check,digital,active,2021-10-14,0.194,,1,3,,1,,,,0,,,UVA Darden School Foundation Board; Charlottesville Area Chamber of Commerce,,0,0,0,Work,,1,None,None,Email Campaign,30,20.0,2019,30
003XX00000pBBwxJdi,Logan,Kelly,logan.kelly8309@example.com,Evanston,IL,60885,prospect,2015-06-09,,,,,,,both,expired,2012-12-05,,,0,2,,12,,,,1,,,,,0,0,0,,Work,1,None,Prospect,Event,,,,
003XX00000DAxBqHqC,Jesse,Goldstein,jesse.goldstein8310@example.com,Austin,TX,77072,prospect,2012-01-23,,,,,,,none,never,,0.37,2023-06-13,0,,,,,2996.34,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000mOpSpE4r,Bobby,Walker,,,,,subscriber_only,2016-02-02,,,,,,,digital,expired,2007-03-28,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000009afp1d34,Anthony,Shapiro,anthony.shapiro8312@example.com,Alexandria,VA,23053,prospect,2012-09-25,,,,,,,none,never,,0.055,,0,,,,,,,0,,,,,0,0,0,,Work,0,None,Prospect,Website,,,,
003XX0000099C8LtmJ,Frances,Allen,frances.allen8313@example.com,Washington,DC,20090,prospect,2019-03-07,,,,,,,none,never,,0.167,,0,,,,,1604.73,,0,,,,,0,0,0,Mobile,,0,Friend,Prospect,,,,,
003XX00000js1i6s9U,Carlos,Gonzalez,carlos.gonzalez8314@example.com,,,,active,2014-12-19,2021-03-29,2023-11-30,45,3,15.0,online,none,never,,0.448,2025-05-13,0,4,Met at conference 2019,,,278.03,,0,,,,"Philanthropy law, estate planning",0,1,0,,,1,None,None,,25,20.0,2022,20.0
003XX00000XcS07SOP,Justin,Campbell,justin.campbell8315@example.com,,,,active,2015-05-20,2016-11-29,2018-06-21,75,3,25.0,DAF,none,never,,0.104,,0,,,38,Entry-Level,,,0,,"Director, Monticello Foundation",,,0,0,0,,,0,None,None,Email Campaign,40,20.0,2016,40
003XX00000n64iAmOI,Dennis,Jones,dennis.jones8316@example.com,Fort Worth,TX,77061,lapsed,2006-09-25,2021-06-26,2021-11-20,25,3,8.33,check,none,never,,0.191,,1,1,,,,100.0,,0,,,,,0,0,0,,Work,1,None,None,Hedgehog Review,20.0,20.0,2021,20.0
003XX00000MjkUTmiQ,Diego,Walker,diego.walker8317@example.com,Berkeley,CA,94594,prospect,2012-02-19,,,,,,,none,never,,0.129,,1,,Gave stock gift in 2021,17,Entry-Level,,Board Member,0,,"Advisory Council, American Enterprise Institute",,,0,0,0,,Work,0,None,Prospect,Direct Mail,,,,
003XX00000gNZh6vg2,Wei,Cohen,wei.cohen8318@example.com,Dallas,TX,77011,lapsed,2010-07-24,2017-01-19,2017-02-07,40,1,40.0,check,digital,expired,2015-04-11,0.455,,3,5,Known DAF holder at Fidelity Charitable,31,Entry-Level,,,0,,,,,0,0,0,Work,,1,None,None,Direct Mail,40,40,2017,40
003XX00000dIIW7HLM,Sarah,Kim,sarah.kim8319@example.com,,,,prospect,2005-11-28,,,,,,,none,never,,0.106,,3,1,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Board Referral,,,,
003XX000000Ln4Ix5j,Patricia,Baker,,Atlanta,GA,30546,prospect,2012-12-08,,,,,,,none,never,,0.094,,0,4,,22,,4007.97,,0,,,,,0,0,0,,,0,None,Prospect,Website,,,,
003XX00000ECl8erOJ,Rebecca,Hill,rebecca.hill8321@example.com,,,,new_donor,2015-11-24,2025-02-06,2025-10-31,35,5,7.0,online,none,never,,0.248,,8,1,,,,232.98,,0,,"Advisory Board, Virginia Foundation for the Humanities",,,0,0,0,Mobile,,0,None,None,Email Campaign,20.0,20.0,2025,20.0
003XX00000tS535VmZ,Amara,Goldstein,amara.goldstein8322@example.com,,,,prospect,2012-11-07,,,,,,,both,expired,2003-07-25,0.244,,0,,,,,4956.63,,0,,,,,0,0,0,,,1,Friend,Prospect,Other,,,,
003XX00000AbyQouVn,Tiffany,Fitzgerald,tiffany.fitzgerald8323@example.com,Austin,TX,78294,prospect,2014-08-05,,,,,,,both,active,2006-02-14,0.425,2022-03-11,1,5,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Website,,,,
003XX00000lEBSZI3x,Hiroshi,Goldstein,hiroshi.goldstein8324@example.com,,,,prospect,2017-04-08,,,,,,,print,active,2000-11-26,0.479,2024-06-28,3,,,,,1060.63,,0,,,,"Cultural economics, arts philanthropy",0,0,0,,Personal,1,None,Prospect,Board Referral,,,,
003XX00000d2hsJYvV,Wanda,Ramirez,wanda.ramirez8325@example.com,Oakland,CA,94146,lapsed,2011-11-12,2018-06-14,2025-01-07,75,2,37.5,online,digital,active,2018-08-02,,,5,,Subscriber since inception,,,269.01,,0,,,,,0,0,0,Mobile,,1,None,None,Email Campaign,40,35,2021,40
003XX00000UdueW9sw,Joshua,Lewis,joshua.lewis8326@example.com,Toledo,OH,43222,lapsed,2019-12-15,2023-11-30,2021-12-01,75,2,37.5,DAF,print,expired,2012-02-03,0.102,,8,,Board member referral,,,,,0,,,,,0,0,0,,,1,None,None,Event,45,30,2021,30
003XX00000RjZGi4Kz,Deborah,Torres,deborah.torres8327@example.com,Charlottesville,VA,23023,lapsed,2003-10-22,2017-04-09,2017-07-21,20.0,3,6.67,check,digital,active,2002-10-21,0.127,,11,2,Prefers phone contact,,,100.0,,0,,,,,0,0,0,,,1,None,None,Board Referral,20.0,20.0,2017,20.0
003XX00000zCX84FLk,Elena,Baker,elena.baker8328@example.com,Washington,DC,20088,prospect,2018-02-04,,,,,,,both,active,2018-01-02,0.222,,1,,,,,2363.26,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000003JLbPxxD,Donald,Nguyen,donald.nguyen8329@example.com,Summit,NJ,08030,lapsed,2016-10-25,2017-04-28,2020-12-26,50,5,10.0,check,digital,active,2018-11-29,0.13,,8,3,Longtime subscriber,,,,,0,Professor of religious studies; author of three books on American evangelical culture.,,,,0,0,0,,,1,None,None,Hedgehog Review,20.0,20.0,2017,20.0
003XX00000D94kQzQd,Ryan,Liu,ryan.liu8330@example.com,,,,lapsed,2001-12-06,2008-10-13,2017-11-22,30,2,15.0,online,print,active,2009-01-29,0.116,,1,3,,,,100.0,,0,,,,,0,0,0,,,1,None,None,Direct Mail,20.0,20.0,2012,20.0
003XX00000hBg2zxR9,Tyler,Lewis,tyler.lewis8331@example.com,,,,prospect,2012-09-19,,,,,,,both,active,2006-03-08,,,0,,Subscriber since inception,,,,,0,,,,,0,0,1,,,1,None,Prospect,Event,,,,
003XX00000DMWZXVOk,Arthur,Flores,arthur.flores8332@example.com,New York,NY,11279,prospect,2011-10-26,,,,,,,digital,active,2018-01-12,,,0,5,,,,,,0,,,,"Cultural criticism, higher education policy",0,0,0,,Personal,1,None,Prospect,Hedgehog Review,,,,
003XX00000vALsvs7S,Jesse,Nelson,jesse.nelson8333@example.com,Somerville,MA,02209,lapsed,2010-03-31,2019-09-18,2023-05-15,3800,8,475.0,check,both,active,2003-04-22,0.336,,0,3,,,,23586.6,,0,Retired attorney; served on Foundation board 2010-2018.,"Senior Partner, Bowles Rice LLP",,,0,0,0,,,1,Friend,Annual Donor,Hedgehog Review,950,200,2023,200
003XX00000F7fPgvjA,Ruth,Walker,ruth.walker8334@example.com,Media,PA,19185,lapsed,2023-09-24,2023-09-24,2023-11-16,30,2,15.0,online,none,never,,,,2,,Strong interest in cultural sociology,25,Entry-Level,,,0,,"Board of Directors, Charlottesville Symphony Orchestra",,,0,0,0,,,1,None,None,Direct Mail,20.0,20.0,2023,20.0
003XX000007ijpwMNp,Sofia,Lewis,sofia.lewis8335@example.com,Washington,DC,20296,prospect,2016-02-20,,,,,,,both,active,2000-11-27,0.092,,0,,,19,Entry-Level,,,0,,,,,0,0,0,,,1,None,Prospect,Board Referral,,,,
003XX000006cdEHXTS,Brian,Sullivan,brian.sullivan8336@example.com,Manhattan,NY,10177,lapsed,2020-02-03,2021-04-14,2022-01-30,100,4,25.0,check,digital,expired,2018-04-25,,,0,,,,,,,0,,,,,0,0,0,Mobile,,1,None,Annual Donor,,45,20.0,2022,45
003XX00000WcCmq9wN,Ruth,Roberts,ruth.roberts8337@example.com,Richmond,VA,23043,prospect,2015-09-12,,,,,,,print,expired,2024-05-12,0.374,,1,1,,7,,2286.41,Counsel,0,,,,,0,0,0,Mobile,Personal,1,Friend,Prospect,Website,,,,
003XX00000ish7OErG,Matthew,Cohen,matthew.cohen8338@example.com,Asheville,NC,27584,prospect,2009-08-28,,,,,,,print,expired,2021-11-01,0.294,,0,,,25,Entry-Level,4295.96,,0,,,,,0,0,0,,,1,Friend,Prospect,Event,,,,
003XX00000xeAxxyFe,Willie,Martinez,willie.martinez8339@example.com,Boston,MA,02459,lapsed,2017-04-26,2022-12-15,2023-10-07,20.0,1,20.0,stock,print,active,2000-11-06,,,1,2,,10,,,Retired Professor,0,Professor of American history; consulting editor for The Hedgehog Review.,,,,1,1,1,,Work,1,None,None,Other,20.0,20.0,2022,20.0
003XX00000gMsdrn5q,Samuel,Walker,samuel.walker8340@example.com,Bethesda,MD,20829,new_donor,2010-08-08,2024-11-25,2025-11-23,50,5,10.0,DAF,both,expired,2014-04-24,0.518,2024-06-18,0,5,,,,,,0,,"Advisory Board, Virginia Foundation for the Humanities",,,0,0,0,,,1,Affiliate,None,Email Campaign,20.0,20.0,2025,20.0
003XX00000Cql94E6p,Brandon,Hall,brandon.hall8341@example.com,,,,lapsed,2012-10-31,2022-10-27,2023-04-16,25,2,12.5,online,none,never,,0.111,,0,4,,22,,,,0,,,,,0,0,0,,,1,None,None,Hedgehog Review,20.0,20.0,2023,20.0
003XX00000vdhMwcqN,Joyce,Jackson,joyce.jackson8342@example.com,Buffalo,NY,10072,prospect,2015-11-16,,,,,,,print,active,2008-05-26,0.626,2025-05-24,8,,,40,Entry-Level,998.35,,0,,,,,0,0,0,Home,,1,None,Prospect,Hedgehog Review,,,,
003XX00000ZkIRqZQ6,Robert,Torres,robert.torres8343@example.com,Boca Raton,FL,33236,active,2004-06-02,2022-11-17,2024-12-02,30,1,30.0,check,digital,active,2019-04-04,,,1,1,,,,291.42,,0,Professor of American history; consulting editor for The Hedgehog Review.,,,,0,0,0,Mobile,Work,1,None,None,Hedgehog Review,30,30,2022,30
003XX000006VEvv1oR,Lawrence,Tanaka,lawrence.tanaka8344@example.com,Oakland,CA,94505,prospect,2007-04-14,,,,,,,print,active,2004-04-25,0.177,,2,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000eLmrkYQp,Ryan,Hernandez,ryan.hernandez8345@example.com,Raleigh,NC,27549,lapsed,1995-06-16,2008-08-29,2024-01-11,110000,33,3333.33,online,print,active,2005-11-11,0.121,,0,8,Former colleague of board member,,,,,0,,,,,0,0,0,Work,,1,None,Major Donor,Event,8800,1500,2008,3600
003XX000009B8yoL3q,Anthony,Carter,anthony.carter8346@example.com,,,,prospect,2019-08-21,,,,,,,digital,active,2005-12-27,0.276,2022-08-21,8,4,,29,Entry-Level,4665.08,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000IXK3tnQa,Andrea,Cohen,andrea.cohen8347@example.com,,,,prospect,2019-03-15,,,,,,,none,never,,0.1,,0,,Prefers email contact,8,,,,0,,,,,0,0,0,Home,Personal,1,None,Prospect,Hedgehog Review,,,,
003XX00000wEgljw7v,Teresa,Smith,teresa.smith8348@example.com,Decatur,GA,30596,lapsed,2007-05-22,2013-10-30,2025-09-04,25,3,8.33,online,none,never,,0.27,2026-02-10,0,1,Gave stock gift in 2021,,,100.0,,0,,,,,0,0,0,,,0,None,None,Board Referral,20.0,20.0,2018,20.0
003XX00000KnHrH4Cf,Nadia,Walker,nadia.walker8349@example.com,Houston,TX,77014,prospect,2008-05-31,,,,,,,print,active,2012-01-25,0.386,,0,,,36,Entry-Level,3694.32,,0,Retired hospital administrator; supporter of humanities education in medical training.,,,,0,0,0,Home,,1,None,Prospect,Hedgehog Review,,,,
003XX00000hnftZltI,Jacob,Hill,jacob.hill8350@example.com,,,,prospect,2013-06-20,,,,,,,none,never,,0.175,,0,1,Connected through local arts community,,,,,0,,,,"Technology ethics, digital humanities",0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000Y1X4KGTu,Catherine,Martinez,,Fort Worth,TX,78741,subscriber_only,2019-04-28,,,,,,,digital,expired,2020-10-09,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000EBiWZkiN,Jason,Kumar,jason.kumar8352@example.com,,,,prospect,2020-10-16,,,,,,,none,never,,,,11,1,,,,2437.13,,0,,,,,0,0,1,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000tt6pdxrV,Carl,Mitchell,carl.mitchell8353@example.com,New York,NY,10016,prospect,2009-10-07,,,,,,,none,never,,,,0,1,Met at annual gala,,,,,0,,,,,0,0,1,Mobile,,1,None,Prospect,Hedgehog Review,,,,
003XX00000bs34F1BC,Margaret,Wright,margaret.wright8354@example.com,,,,prospect,2018-10-04,,,,,,,none,never,,0.282,2022-04-05,0,,,,,,,0,,,,,0,0,0,,Personal,0,None,Prospect,Hedgehog Review,,,,
003XX00000ZHTYbNdw,Sophia,Adams,sophia.adams8355@example.com,Cincinnati,OH,43291,prospect,2010-03-20,,,,,,,digital,active,2013-12-25,0.397,,1,,,,,,,0,,"Board Member, National Endowment for the Humanities Advisory Board",,,0,0,0,,Work,1,None,Prospect,Website,,,,
003XX00000fKjm5c8d,Gregory,Robinson,gregory.robinson8356@example.com,,,,prospect,2019-04-27,,,,,,,none,never,,0.459,,8,,Gave stock gift in 2021,28,Entry-Level,3778.49,,0,Retired attorney; served on Foundation board 2010-2018.,,,,0,0,0,,Work,0,None,Prospect,Hedgehog Review,,,,
003XX00000tpafOfgG,Christina,Nakamura,christina.nakamura8357@example.com,Decatur,GA,30484,new_donor,1993-07-11,2025-12-09,2026-02-01,75,3,25.0,wire,none,never,,0.132,,0,2,,,,,,0,,,,,0,0,0,,,0,None,None,Board Referral,40,20.0,2025,40
003XX00000kiASAMAB,Carolyn,Weinstein,carolyn.weinstein8358@example.com,,,,prospect,2009-11-19,,,,,,,digital,active,2020-11-26,,,1,,Former colleague of board member,,,4760.65,,0,,,,,0,0,1,Home,,1,None,Prospect,Hedgehog Review,,,,
003XX00000TNK7tWWg,Fatima,Hernandez,fatima.hernandez8359@example.com,,,,lapsed,2012-11-21,2022-02-20,2022-08-23,100,5,20.0,check,both,expired,2017-09-29,0.041,,0,1,,12,,,,0,,,,,0,0,0,,,1,None,Annual Donor,Website,35,20.0,2022,20.0
003XX00000Mu4Eq99i,Aaron,Cohen,aaron.cohen8360@example.com,Arlington,VA,22061,prospect,2005-03-15,,,,,,,both,expired,2024-09-07,0.255,,3,2,Potential major gift prospect,,,,,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX00000M9x66EzF,Crystal,Clark,,,,,subscriber_only,2016-05-12,,,,,,,print,expired,2022-07-27,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX000004gW5QIJ6,Teresa,Jackson,teresa.jackson8362@example.com,Alexandria,VA,22031,prospect,2012-05-08,,,,,,,print,expired,2004-03-20,0.086,,1,1,,16,,4221.52,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000qpkpZXxg,Dorothy,OBrien,dorothy.obrien8363@example.com,,,,lapsed,2020-02-01,2022-07-12,2023-02-02,225,1,225.0,online,both,expired,2023-02-15,0.162,,0,,,,,,,0,Retired federal judge; supporter of institutions that bridge law and culture.,,,,0,0,0,,,1,None,Annual Donor,Other,225,225,2022,225
003XX00000b98Gs0DJ,Victoria,Rivera,victoria.rivera8364@example.com,Austin,TX,77017,prospect,2012-08-19,,,,,,,none,never,,0.261,2025-10-21,0,1,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000vFOfQBcQ,John,McCarthy,john.mccarthy8365@example.com,,,,prospect,2008-09-30,,,,,,,none,never,,0.442,2022-05-11,0,,,,,,,0,,,,,0,1,0,Mobile,Work,0,Friend,Prospect,Direct Mail,,,,
003XX00000zXc9H4l7,Raymond,Sullivan,raymond.sullivan8366@example.com,,,,prospect,2012-07-22,,,,,,,none,never,,0.374,,0,3,Met at conference 2019,21,,,,0,,,,,0,0,0,Home,,0,None,Prospect,Hedgehog Review,,,,
003XX00000kcZNsPPE,Eugene,Fitzgerald,eugene.fitzgerald8367@example.com,Somerville,MA,02426,prospect,2015-06-29,,,,,,,print,active,2016-12-15,0.214,,10,,Interested in planned giving,,,,EVP,0,Former partner at Sullivan & Cromwell; active in arts and cultural philanthropy.,,,,0,0,0,Mobile,Personal,1,None,Prospect,Other,,,,
003XX00000Tww53Z4x,Wayne,Adams,wayne.adams8368@example.com,New York,NY,10130,lapsed,2007-01-21,2016-09-07,2022-01-08,40,4,10.0,online,digital,expired,2015-12-16,0.439,2024-01-03,0,1,,,,100.0,,0,,,,,0,0,0,,,1,None,None,Direct Mail,20.0,20.0,2018,20.0
003XX00000pmdeDK7P,Benjamin,Nakamura,benjamin.nakamura8369@example.com,Oak Park,IL,60820,prospect,2009-06-04,,,,,,,digital,active,2017-05-14,0.095,,7,1,,3,,,,0,,,,,0,0,0,,,1,None,Prospect,Email Campaign,,,,
003XX0000022hcmyEB,Karen,Kim,karen.kim8370@example.com,,,,active,2007-08-03,2007-10-13,2018-04-24,200,2,100.0,check,none,never,,0.505,2025-08-05,0,2,,,,348.13,,0,,"Senior Partner, Bowles Rice LLP",,,0,0,0,Mobile,,1,None,Annual Donor,Email Campaign,125,75,2009,75
003XX00000A8jB2ZtZ,Louis,Kim,louis.kim8371@example.com,,,,prospect,2014-07-07,,,,,,,digital,expired,2009-06-25,0.119,,0,,,,,496.11,,0,,,,,0,0,0,,,1,None,Prospect,Board Referral,,,,
003XX00000L8mO8PQD,Lena,Singh,lena.singh8372@example.com,Memphis,TN,37059,new_donor,2003-09-08,2025-08-01,2025-08-09,35,1,35.0,online,none,never,,0.149,,0,2,Subscriber since inception,,,,,0,,,,"International development, civil society",0,0,0,Home,Personal,0,None,None,Email Campaign,35,35,2025,35
003XX000002SmWwJfR,Daniel,Singh,daniel.singh8373@example.com,Miami,FL,33792,new_donor,2009-12-23,2024-12-05,2025-06-21,25,2,12.5,online,print,expired,2014-09-12,,,0,,,,,100.0,EVP,0,,,"St. Anne's Parish, Charlottesville; Piedmont Environmental Council",,1,1,1,,Work,1,None,None,Hedgehog Review,20.0,20.0,2024,20.0
003XX00000sFXt9Ib8,Nicole,Allen,nicole.allen8374@example.com,,,,prospect,2012-03-09,,,,,,,none,never,,0.347,,6,,,,,,,0,,,Harvard Club of Washington DC; Kennedy Center Patron,"Philanthropy law, estate planning",0,0,0,,Work,0,None,Prospect,Hedgehog Review,,,,
003XX000006C7E24IM,Sofia,Zhang,sofia.zhang8375@example.com,,,,prospect,1994-12-13,,,,,,,digital,expired,2010-06-06,0.221,,0,,,,,2830.31,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000zY6nUHd0,Irene,Gonzalez,irene.gonzalez8376@example.com,,,,prospect,2011-06-09,,,,,,,digital,expired,2024-02-20,0.087,,10,,,38,Entry-Level,180.62,,0,,,,,0,0,0,,Personal,1,None,Prospect,Hedgehog Review,,,,
003XX00000Q2vDfw7F,Marco,Cohen,marco.cohen8377@example.com,Columbus,OH,44158,active,2014-01-28,2015-09-21,2019-01-18,75,4,18.75,check,print,active,2010-07-10,,,8,4,Connected through local arts community,31,Entry-Level,,,0,,,,"American intellectual history, political philosophy",1,1,1,,,1,None,None,Website,20.0,20.0,2015,20.0
003XX00000twlfXIPI,Keith,Perez,keith.perez8378@example.com,Wayne,PA,19308,lapsed,2017-11-24,2018-05-16,2024-01-02,50,5,10.0,stock,both,expired,2011-05-11,0.163,,8,,,,,,,0,,,,,0,0,0,,,1,None,None,Direct Mail,20.0,20.0,2018,20.0
003XX00000Vh2Tpo6u,Sarah,Zhang,sarah.zhang8379@example.com,Roanoke,VA,22042,prospect,2009-05-23,,,,,,,print,expired,2009-07-26,0.217,,0,3,,15,,,,0,,,Harvard Club of Washington DC; Kennedy Center Patron,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000BEmxYWyC,Amber,Diallo,amber.diallo8380@example.com,Ardmore,PA,19317,prospect,2014-04-20,,,,,,,both,active,2007-06-25,0.431,,0,,Prefers phone contact,,,160.33,,0,,,,,0,0,0,,,1,None,Prospect,Direct Mail,,,,
003XX00000vq4gcgy0,Margaret,Shapiro,margaret.shapiro8381@example.com,Richmond,VA,23041,lapsed,2013-02-11,2013-06-26,2023-09-26,20.0,1,20.0,online,print,active,2008-07-16,0.222,,0,4,Legacy Society prospect,,,,,0,,,,,0,0,0,,Work,1,None,None,Direct Mail,20.0,20.0,2016,20.0
003XX00000nQgMshx7,Richard,Rodriguez,richard.rodriguez8382@example.com,,,,prospect,2005-04-27,,,,,,,none,never,,0.217,,8,,,35,Entry-Level,,,0,,,,,0,0,0,Mobile,,0,None,Prospect,Hedgehog Review,,,,
003XX00000OUnCLw5I,Austin,Kelly,austin.kelly8383@example.com,,,,subscriber_only,2018-10-22,,,,,,,digital,active,2014-08-12,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000z42e20Bh,Cynthia,Roberts,cynthia.roberts8384@example.com,Alexandria,VA,22935,subscriber_only,2006-09-21,,,,,,,digital,expired,2015-07-20,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000fGYdDVvn,Hazel,Young,hazel.young8385@example.com,,,,prospect,2007-04-30,,,,,,,print,active,2002-07-27,0.107,,2,,Loyal Annual Fund donor,,,,,0,Retired hospital administrator; supporter of humanities education in medical training.,,,,0,1,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000DFOT5CMx,Melissa,Rivera,melissa.rivera8386@example.com,Alexandria,VA,22054,prospect,2014-10-14,,,,,,,none,never,,0.344,2022-02-04,0,,,,,,SVP,0,,,,,0,0,0,,,0,Friend,Prospect,Hedgehog Review,,,,
003XX00000hpeGAV5C,Eugene,Walker,eugene.walker8387@example.com,,,,subscriber_only,2014-12-08,,,,,,,both,active,2007-03-22,,,0,,,,,,,0,,,,,0,0,0,,,1,None,Prospect,Hedgehog Review,,,,
003XX00000t5iOS5ST,Carolyn,Nakamura,carolyn.nakamura8388@example.com,Chicago,IL,60734,lapsed,1998-09-16,2013-01-18,2018-04-26,40,2,20.0,check,both,active,2001-10-25,0.373,2025-04-25,8,,Connected through local arts community,10,,,,0,,,,,0,0,0,,,1,None,None,Board Referral,20.0,20.0,2016,20.0
003XX000009uArvpBX,Anna,Sanchez,anna.sanchez8389@example.com,,,,active,2013-06-02,2022-11-04,2024-03-20,75,5,15.0,check,none,never,,,,3,4,,,,,Retired,0,,,,,1,1,1,,Personal,1,None,None,Email Campaign,20.0,20.0,2024,20.0
003XX00000GPVqko46,Susan,Okafor,susan.okafor8390@example.com,Manhattan,NY,10013,prospect,2017-02-08,,,,,,,digital,expired,2013-11-16,0.075,,2,1,,32,,,,0,,,,,0,0,0,,Personal,1,Friend,Prospect,Event,,,,
003XX00000WlDJDYFG,Ryan,Lopez,ryan.lopez8391@example.com,Chicago,IL,60644,prospect,2018-02-06,,,,,,,digital,active,2001-08-30,0.068,,2,,Potential major gift prospect,,,4162.35,,0,,,,"Higher education administration, faculty governance",0,0,0,Home,,1,None,Prospect,Event,,,,
003XX00000qortvoAk,William,Liu,william.liu8392@example.com,Toledo,OH,43217,lapsed,2014-06-13,2017-07-12,2018-12-19,900,14,64.29,DAF,none,never,,0.206,,2,,,,,,,0,,,,,0,0,0,Mobile,Personal,1,Friend,Annual Donor,Direct Mail,175,20.0,2017,75
